680, ADDED, "was born at Naples&comma; and", 6
682, ADDED, "an infant accompanied them in their rambles. ", 8
684, REMOVED, "But before I continue my narrative", 6
685, ADDED, "Much as they were attached to each other", 8
687, REMOVED, "I must record an incident which took place when I was four years", 13
688, ADDED, "they seemed to draw inexhaustible stores", 6
690, REMOVED, "age", 1
691, ADDED, "affection from a very mine of love to bestow them upon me", 12
693, ADDED, "mother's tender caresses&comma; and my ", 8
695, REMOVED, " had a sister", 3
696, ADDED, "'s smile of benevolent pleasure while regarding me", 9
698, ADDED, "are my first recollections. I was their plaything and their idol&comma; and something better—their child&comma; the innocent and helpless creature bestowed on them by Heaven&comma; ", 31
700, REMOVED, "he tenderly loved", 3
701, ADDED, "to bring up to good", 5
703, REMOVED, "who had married early", 4
704, ADDED, "whose future lot it was", 5
706, REMOVED, "life an Italian gentleman. Soon after her marriage", 9
707, ADDED, "their hands to direct to happiness or misery", 8
709, REMOVED, "she", 1
710, ADDED, "according as they fulfilled their duties towards me. With this deep consciousness of what they owed towards the being to which they", 23
712, REMOVED, "accompanied her husband into her native country", 7
713, ADDED, "given life", 2
715, REMOVED, "and for some years my father had very little communication with her. About", 14
716, ADDED, "added to", 2
718, REMOVED, "time", 1
719, ADDED, "active spirit of tenderness that animated both&comma; it may be imagined that while during every hour of my infant life", 21
721, REMOVED, "mentioned she died; and a few months afterwards he ", 10
723, REMOVED, "letter from her husband", 4
724, ADDED, "lesson of patience", 3
726, REMOVED, "acquainting him with his intention ", 5
728, REMOVED, "marrying an Italian lady", 4
729, ADDED, "charity", 1
731, REMOVED, "requesting my father to take charge ", 6
733, ADDED, "self-control&comma; I was so guided by a silken cord&comma; that all seemed but one train of enjoyment to me.<br><br>For a long time I was their only care. My mother had much desired to have a daughter&comma; but I continued their single offspring. When I was about five years old&comma; while making an excursion beyond ", 64
735, REMOVED, "infant Elizabeth", 2
736, ADDED, "frontiers of Italy", 3
738, ADDED, "they passed a week on ", 5
740, REMOVED, "only child", 2
741, ADDED, "shores", 1
743, REMOVED, "his deceased sister", 3
744, ADDED, "the Lake of Como", 4
746, REMOVED, "&quot;It is", 3
747, ADDED, "Their benevolent disposition often made them enter the cottages of the poor. This&comma; to", 16
749, REMOVED, "wish", 1
750, ADDED, "mother", 1
752, REMOVED, "&quot; he said", 3
753, ADDED, " was more than a duty; it was a necessity", 10
755, REMOVED, "&quot;that you should consider her as your own daughter", 10
756, ADDED, "a passion", 2
758, ADDED, "—remembering what she had suffered&comma; ", 7
760, REMOVED, "educate", 1
761, ADDED, "how she had been relieved&comma;—for", 8
763, REMOVED, "thus. Her mother's fortune is secured ", 9
765, ADDED, "act in ", 2
767, ADDED, "turn the guardian angel to the afflicted. During one of their walks a poor cot in the foldings of a vale attracted their notice", 25
769, ADDED, "as being singularly disconsolate&comma; while ", 6
771, REMOVED, "documents", 1
772, ADDED, "number", 1
774, REMOVED, "which I will commit to your keeping", 7
775, ADDED, "half-clothed children gathered about it&comma; spoke of penury in its worst shape", 15
777, REMOVED, "Reflect upon this proposition; and decide whether you would prefer educating your niece yourself", 15
778, ADDED, "One day&comma; when my father had gone by himself", 10
780, REMOVED, "her being brought up", 4
781, ADDED, "Milan&comma; my mother&comma; accompanied", 6
783, REMOVED, "a stepmother", 2
784, ADDED, "me&comma; visited this abode", 5
786, REMOVED, "&quot;<br><br>My father did not hesitate", 6
787, ADDED, " She found a peasant and his wife", 7
789, ADDED, "hard working&comma; bent down by care ", 7
791, REMOVED, "immediately went to Italy", 4
792, ADDED, "labour", 1
794, REMOVED, "that he might accompany the little Elizabeth", 7
795, ADDED, "distributing a scanty meal", 4
797, REMOVED, "her future home", 3
798, ADDED, "five hungry babes", 3
800, REMOVED, "I have often heard", 4
801, ADDED, "Among these there was one which attracted", 7
803, REMOVED, "say&comma; that she was at that time", 8
804, ADDED, "far above all", 3
806, REMOVED, "most beautiful", 2
807, ADDED, "rest. She appeared of a different stock. The four others were dark-eyed&comma; hardy little vagrants; this", 22
809, REMOVED, "she had ever seen", 4
810, ADDED, "was thin", 2
812, REMOVED, "shewed signs even then of a gentle and affectionate disposition", 10
813, ADDED, "very fair", 2
815, REMOVED, "These indications", 2
816, ADDED, "Her hair was the brightest living gold", 7
818, REMOVED, " a desire to bind as closely as possible", 8
819, ADDED, "&comma; despite", 2
821, REMOVED, "ties", 1
822, ADDED, "poverty", 1
824, REMOVED, "domestic love", 2
825, ADDED, "her clothing", 2
827, REMOVED, "determined my mother", 3
828, ADDED, "seemed", 1
830, REMOVED, "consider Elizabeth as my future wife;", 7
831, ADDED, "set", 1
833, REMOVED, "design which she never found reason to repent", 8
834, ADDED, "crown of distinction on her head", 6
836, REMOVED, "<br><br>From this time Elizabeth Lavenza became my playfellow", 8
837, ADDED, " Her brow was clear and ample", 6
839, ADDED, "her blue eyes cloudless&comma; ", 5
841, ADDED, "her lips and the moulding of her face so expressive of sensibility and sweetness", 14
843, ADDED, "that none could behold her without looking on her ", 9
845, REMOVED, "we grew older", 3
846, ADDED, "of a distinct species", 4
848, ADDED, "a being heaven-sent&comma; and bearing a celestial stamp in all her features.<br><br>The peasant woman&comma; perceiving that ", 22
850, REMOVED, "friend", 1
851, ADDED, "mother fixed eyes of wonder and admiration on this lovely girl&comma; eagerly communicated her history", 16
853, REMOVED, "docile and good tempered", 4
854, ADDED, "not her child", 3
856, REMOVED, "yet gay and playful as", 5
857, ADDED, "but the daughter of", 4
859, REMOVED, "summer insect", 2
860, ADDED, "Milanese nobleman", 2
862, REMOVED, "Although she", 2
863, ADDED, "Her mother", 2
865, REMOVED, "lively and animated", 3
866, ADDED, "a German", 2
868, ADDED, "and had died on giving ", 5
870, REMOVED, "feelings", 1
871, ADDED, "birth. The infant had been placed with these good people to nurse: they", 15
873, REMOVED, "strong and deep", 3
874, ADDED, "better off then. They had not been long married", 10
876, REMOVED, "her disposition uncommonly affectionate", 4
877, ADDED, "their eldest child was but just born", 7
879, REMOVED, "No", 1
880, ADDED, "The father of their charge was", 6
882, REMOVED, "could better enjoy liberty", 4
883, ADDED, "of those Italians nursed in the memory of the antique glory of Italy", 13
885, REMOVED, " yet no ", 2
886, ADDED, "—", 1
888, REMOVED, "could submit with more grace than she did", 8
889, ADDED, "among the schiavi ognor frementi&comma; who exerted himself", 9
891, REMOVED, "constraint and caprice", 3
892, ADDED, "obtain the liberty of his country", 6
894, REMOVED, "Her imagination was luxuriant", 4
895, ADDED, "He became the victim of its weakness. Whether he had died", 12
897, REMOVED, "yet her capability", 3
898, ADDED, "or still lingered in the dungeons", 6
900, REMOVED, "application", 1
901, ADDED, "Austria&comma;", 2
903, REMOVED, "great", 1
904, ADDED, "not known", 2
906, REMOVED, "Her person", 2
907, ADDED, "His property", 2
909, ADDED, "confiscated&comma; his child became an orphan and a beggar. She continued with her foster parents&comma; and bloomed in their rude abode&comma; fairer than a garden rose among dark-leaved brambles.<br><br>When my father returned from Milan&comma; he found playing with me in ", 49
911, REMOVED, "image", 1
912, ADDED, "hall", 1
914, REMOVED, "her mind; her hazel eyes", 6
915, ADDED, "our villa", 2
917, REMOVED, "although as lively as ", 4
919, REMOVED, "bird's", 3
920, ADDED, "child fairer than pictured cherub—a creature who seemed to shed radiance from her looks", 16
922, REMOVED, "possessed an attractive softness", 4
923, ADDED, "and whose form and motions were lighter than the chamois of the hills", 13
925, REMOVED, "Her figure", 2
926, ADDED, "The apparition", 2
928, REMOVED, "light and airy", 3
929, ADDED, "soon explained. With his permission my mother prevailed on her rustic guardians to yield their charge to her. They were fond of the sweet orphan. Her presence had seemed a blessing to them", 36
931, ADDED, "but it would be unfair to her to keep her in poverty ", 12
933, ADDED, "want", 1
935, REMOVED, "though capable of enduring great fatigue", 6
936, ADDED, "when Providence afforded her such powerful protection. They consulted their village priest", 13
938, REMOVED, "she appeared", 2
939, ADDED, "and", 1
941, REMOVED, "most fragile creature in", 4
942, ADDED, "result was&comma; that Elizabeth Lavenza became", 7
944, REMOVED, "world", 1
945, ADDED, "inmate of my parents' house—my more than sister—the beautiful and adored companion of all my occupations and my pleasures", 24
947, REMOVED, " While I admired", 3
948, ADDED, "<br><br>Every one loved Elizabeth. The passionate and almost reverential attachment with which all regarded", 15
950, REMOVED, "understanding", 1
951, ADDED, "became&comma; while I shared it&comma; my pride", 9
953, REMOVED, "fancy", 1
954, ADDED, "my delight. On the evening previous to her being brought to my home", 14
956, ADDED, "my mother had said playfully&comma;—&quot;", 8
958, REMOVED, "loved ", 1
959, ADDED, "have a pretty present for my Victor—", 8
961, REMOVED, " tend", 1
962, ADDED, "-morrow he shall have it.&quot; And when&comma;", 11
964, REMOVED, "her", 1
965, ADDED, "the morrow", 2
967, ADDED, "she presented Elizabeth to me ", 5
969, ADDED, "her promised gift&comma; ", 4
971, REMOVED, " should on a favourite animal;", 6
972, ADDED, "&comma; with childish seriousness&comma; interpreted her words literally&comma;", 10
974, REMOVED, "I never saw so much grace both of person", 9
975, ADDED, "looked upon Elizabeth as mine—mine to protect&comma; love&comma;", 12
977, REMOVED, "mind united", 2
978, ADDED, "cherish. All praises bestowed on her&comma; I received as made", 12
980, REMOVED, "so little pretension", 3
981, ADDED, "a possession of my own", 5
983, REMOVED, "<br><br>Every one adored Elizabeth", 4
984, ADDED, " We called each other familiarly by the name of cousin", 10
986, REMOVED, "If", 1
987, ADDED, "No word&comma; no expression could body forth", 8
989, REMOVED, "servants had any request", 4
990, ADDED, "kind of relation in which she stood", 7
992, REMOVED, "make", 1
993, ADDED, "me—my more than sister", 6
995, REMOVED, "it", 1
996, ADDED, "since till death she", 4
998, REMOVED, "always through her intercession", 4
999, ADDED, "to be mine only", 4
1001, ADDED, "CHAPTER II.<br>", 3
1003, ADDED, "brought up together; there was not quite a year difference in our ages. I need not say that we were ", 22
1005, REMOVED, "and", 1
1006, ADDED, "or", 1
1008, REMOVED, "; for although there", 4
1009, ADDED, ". Harmony", 2
1011, REMOVED, "a great dissimilitude in", 4
1012, ADDED, "the soul of", 3
1014, REMOVED, "characters", 1
1015, ADDED, "companionship", 1
1017, REMOVED, "there was an harmony in", 5
1018, ADDED, "and the diversity and contrast", 5
1020, REMOVED, "very dissimilitude", 2
1021, ADDED, "subsisted in our characters drew us nearer together", 8
1023, REMOVED, "I", 1
1024, ADDED, "Elizabeth", 1
1026, REMOVED, "more calm", 2
1027, ADDED, "of a calmer", 3
1029, REMOVED, "philosophical than my companion", 4
1030, ADDED, "more concentrated disposition", 3
1032, REMOVED, "yet", 1
1033, ADDED, "but&comma; with all", 4
1035, REMOVED, "temper", 1
1036, ADDED, "ardour&comma; I", 3
1038, REMOVED, "not so yielding. My", 5
1039, ADDED, "capable of a more intense", 5
1041, ADDED, "&comma; and ", 2
1043, REMOVED, "of longer endurance; but it was not so severe whilst it endured. I delighted in investigating", 18
1044, ADDED, "more deeply smitten with", 4
1046, REMOVED, "facts relative to the actual world; she", 8
1047, ADDED, "thirst for knowledge. She", 5
1049, REMOVED, "in", 1
1050, ADDED, "with", 1
1052, REMOVED, "aërial", 1
1053, ADDED, "aerial", 1
1055, ADDED, "; and in the majestic and wondrous scenes which surrounded our Swiss home—the sublime shapes of the mountains; the changes of the seasons; tempest and calm; the silence of winter&comma; and the life and turbulence of our Alpine summers&comma;—she found ample scope for admiration and delight", 55
1057, ADDED, "While my companion contemplated with a serious and satisfied spirit the magnificent appearances of things&comma; I delighted in investigating their causes. ", 23
1059, REMOVED, "&comma;", 1
1061, REMOVED, "discover;", 2
1062, ADDED, "divine. Curiosity&comma; earnest research", 6
1064, REMOVED, "her it was a vacancy", 5
1065, ADDED, "learn the hidden laws of nature", 6
1067, REMOVED, "which she sought", 3
1068, ADDED, "gladness akin", 2
1070, REMOVED, "people with imaginations", 3
1071, ADDED, "rapture&comma; as they were unfolded to me&comma; are among the earliest sensations I can remember.<br><br>On the birth", 21
1073, REMOVED, "her own", 2
1074, ADDED, "a second son&comma; my junior by seven years&comma; my parents gave up entirely their wandering life&comma; and fixed themselves in their native country", 26
1076, REMOVED, "<br><br>My brothers were considerably younger", 5
1077, ADDED, " We possessed a house in Geneva&comma; and a campagne on Belrive&comma; the eastern shore of the lake&comma; at the distance of rather more", 26
1079, ADDED, "a league from the city. We resided principally in the latter&comma; and the lives of my parents were passed in considerable seclusion. It was my temper to avoid a crowd&comma; and to attach ", 37
1081, ADDED, "fervently to a few. I was indifferent&comma; therefore&comma; to my schoolfellows in general", 16
1083, REMOVED, "had a friend", 3
1084, ADDED, "united myself", 2
1086, REMOVED, "one", 1
1087, ADDED, "the bonds", 2
1089, REMOVED, "my schoolfellows&comma; who compensated for this deficiency", 8
1090, ADDED, "the closest friendship to one among them", 7
1092, REMOVED, "&comma; an intimate friend of my father", 7
1094, REMOVED, "I remember", 2
1095, ADDED, "He loved enterprise", 3
1097, REMOVED, "when he was nine years old", 6
1098, ADDED, "hardship", 1
1100, REMOVED, "he wrote a fairy tale&comma; which was the delight ", 10
1102, REMOVED, "amazement of all his companions", 5
1103, ADDED, "even danger&comma; for its own sake", 7
1105, REMOVED, "His favourite study consisted", 4
1106, ADDED, "He was deeply read", 4
1108, REMOVED, "; and when very young", 5
1109, ADDED, ". He composed heroic songs", 5
1111, REMOVED, "I can remember&comma; that we used", 7
1112, ADDED, "and began", 2
1114, ADDED, "write many a tale of enchantment and knightly adventure. He tried to make us ", 15
1116, REMOVED, " composed by him out of these favourite books", 8
1118, ADDED, "and to enter into masquerades&comma; in which ", 8
1120, REMOVED, "principal ", 1
1122, REMOVED, "of which ", 2
1124, REMOVED, "Orlando", 1
1125, ADDED, "drawn from the heroes of Roncesvalles", 6
1127, REMOVED, "Robin Hood", 2
1128, ADDED, "of the Round Table of King Arthur", 7
1130, REMOVED, "Amadis&comma; ", 2
1132, REMOVED, "St", 1
1133, ADDED, "the chivalrous train who shed their blood to redeem the holy sepulchre from the hands of the infidels", 18
1135, REMOVED, " George.", 2
1137, REMOVED, "youth", 1
1138, ADDED, "human being", 2
1140, REMOVED, "more happily", 2
1141, ADDED, "a happier childhood", 3
1143, REMOVED, "mine", 1
1144, ADDED, "myself", 1
1146, REMOVED, "indulgent&comma;", 2
1147, ADDED, "possessed by the very spirit of kindness", 7
1149, REMOVED, "my companions amiable", 3
1150, ADDED, "indulgence", 1
1152, REMOVED, "Our studies", 2
1153, ADDED, "We felt that they", 4
1155, REMOVED, "never forced;", 3
1156, ADDED, "not the tyrants to rule our lot according to their caprice&comma; but the agents", 15
1158, REMOVED, "by some means", 3
1159, ADDED, "creators of all the many delights which", 7
1161, REMOVED, "always had an end placed in view", 7
1162, ADDED, "enjoyed. When I mingled with other families", 8
1164, REMOVED, "which excited us to ardour in", 6
1165, ADDED, "I distinctly discerned how peculiarly fortunate my lot was&comma; and gratitude assisted", 13
1167, REMOVED, "prosecution", 1
1168, ADDED, "developement", 1
1170, REMOVED, "them", 1
1171, ADDED, "filial love", 2
1173, REMOVED, " It", 1
1174, ADDED, "<br><br>My temper", 2
1176, REMOVED, "by this method", 3
1177, ADDED, "sometimes violent", 2
1179, REMOVED, "not", 1
1180, ADDED, "my passions vehement; but", 5
1182, REMOVED, "emulation&comma; that we", 4
1183, ADDED, "some law in my temperature they", 6
1185, REMOVED, "urged to application. Elizabeth was", 6
1186, ADDED, "turned&comma;", 2
1188, REMOVED, "incited", 1
1189, ADDED, "towards childish pursuits&comma; but", 5
1191, REMOVED, "apply herself", 2
1192, ADDED, "an eager desire", 3
1194, REMOVED, "drawing", 1
1195, ADDED, "learn", 1
1197, REMOVED, "that her companions might", 4
1198, ADDED, "and", 1
1200, REMOVED, "outstrip her; but through", 5
1201, ADDED, "to learn all things indiscriminately. I confess that neither", 10
1203, REMOVED, "desire", 1
1204, ADDED, "structure", 1
1206, REMOVED, "pleasing her aunt", 3
1207, ADDED, "languages", 1
1209, REMOVED, "by", 1
1210, ADDED, "nor", 1
1212, REMOVED, "representation", 1
1213, ADDED, "code", 1
1215, REMOVED, "some favourite scene done by her own hand", 8
1216, ADDED, "governments&comma; nor the politics of various states&comma; possessed attractions for me", 13
1218, REMOVED, "We learned Latin", 3
1219, ADDED, "It was the secrets of heaven", 6
1221, REMOVED, "English&comma;", 2
1222, ADDED, "earth", 1
1224, REMOVED, "we might read the writings in those languages", 8
1225, ADDED, "I desired to learn", 4
1227, REMOVED, "so far from study being made odious", 7
1228, ADDED, "whether it was the outward substance of things&comma; or the inner spirit of nature and the mysterious soul of man that occupied me&comma; still my enquiries were directed", 30
1230, REMOVED, "us through punishment", 3
1231, ADDED, "the metaphysical", 2
1233, REMOVED, "we loved application", 3
1234, ADDED, "or", 1
1236, REMOVED, "and our amusements would have been", 6
1237, ADDED, "in its highest sense&comma;", 5
1239, REMOVED, "labours", 1
1240, ADDED, "physical secrets", 2
1242, REMOVED, "other children", 2
1243, ADDED, "the world", 2
1245, REMOVED, " Perhaps we did not read so many books", 8
1246, ADDED, "<br><br>Meanwhile Clerval occupied himself", 4
1248, REMOVED, "or learn languages ", 3
1250, REMOVED, "quickly&comma; as those who are disciplined according ", 8
1252, ADDED, "speak&comma; with ", 3
1254, REMOVED, "ordinary methods", 2
1255, ADDED, "moral relations of things. The busy stage of life&comma; the virtues of heroes&comma; and the actions of men&comma; were his theme", 25
1257, REMOVED, "but what we learned", 4
1258, ADDED, "and his hope and his dream", 6
1260, REMOVED, "impressed", 1
1261, ADDED, "to become one among those whose names are recorded in story&comma; as", 13
1263, REMOVED, "more deeply on", 3
1264, ADDED, "gallant and adventurous benefactors of", 5
1266, REMOVED, "memories", 1
1267, ADDED, "species", 1
1269, REMOVED, "<br><br>In this description", 3
1270, ADDED, " The saintly soul", 3
1272, ADDED, "Elizabeth shone like a shrine-dedicated lamp in ", 9
1274, REMOVED, "domestic circle I include Henry Clerval; for he", 9
1275, ADDED, "peaceful home. Her sympathy", 5
1277, REMOVED, "constantly with", 2
1278, ADDED, "ours; her smile&comma; her soft voice&comma; the sweet glance of her celestial eyes&comma; were ever there to bless and animate", 24
1280, REMOVED, "He went", 2
1281, ADDED, "She was the living spirit of love", 7
1283, REMOVED, "school with", 2
1284, ADDED, "soften and attract: I might have become sullen in my study&comma; rough through the ardour of my nature&comma; but that she was there to subdue", 28
1286, ADDED, "to a semblance of her own gentleness. And Clerval—could aught ill entrench on the noble spirit of Clerval?—yet he might not have been so perfectly humane", 32
1288, ADDED, "so thoughtful in his generosity—so full of kindness ", 10
1290, REMOVED, "generally passed the afternoon at our house;", 8
1291, ADDED, "tenderness amidst his passion", 4
1293, REMOVED, "being an only child", 4
1294, ADDED, "adventurous exploit", 2
1296, REMOVED, "and destitute", 2
1297, ADDED, "had she not unfolded to him the real loveliness", 9
1299, REMOVED, "companions at home", 3
1300, ADDED, "beneficence", 1
1302, REMOVED, "his father was well pleased that he should find associates at our house; ", 14
1304, REMOVED, "we were never completely happy when Clerval was absent", 9
1305, ADDED, "made the doing good the end and aim of his soaring ambition", 12
1307, ADDED, "exquisite ", 1
1309, REMOVED, "But", 1
1310, ADDED, "Besides", 1
1312, REMOVED, "must not omit to", 4
1313, ADDED, "also", 1
1315, ADDED, "&comma; ", 1
1317, ADDED, "&comma; ", 1
1319, REMOVED, "I cannot help remarking here the many opportunities instructors possess of directing the attention of their pupils to useful knowledge&comma; which they utterly neglect. ", 26
1321, REMOVED, "title-page", 3
1322, ADDED, "titlepage", 1
1324, REMOVED, "&comma;", 1
1326, REMOVED, "&comma; with", 2
1327, ADDED, " have contented", 2
1329, ADDED, "&comma; ", 1
1331, REMOVED, "should probably have applied myself", 5
1332, ADDED, "by returning with greater ardour", 5
1334, REMOVED, "the more rational theory of chemistry which has resulted from modern discoveries", 12
1335, ADDED, "my former studies", 3
1337, REMOVED, "; and although", 3
1338, ADDED, ".", 1
1340, REMOVED, "often wished", 2
1341, ADDED, "have described myself as always having been embued with a fervent longing", 12
1343, REMOVED, "communicate these secret stores", 4
1344, ADDED, "penetrate the secrets", 3
1346, REMOVED, "knowledge to my father&comma; yet his indefinite censure", 9
1347, ADDED, "nature. In spite", 4
1349, REMOVED, "my favourite Agrippa", 3
1350, ADDED, "the intense labour and wonderful discoveries of modern philosophers&comma; I", 11
1352, REMOVED, "withheld me", 2
1353, ADDED, "came from my studies discontented and unsatisfied", 7
1355, ADDED, "Sir Isaac Newton is said to have avowed that he felt like a child picking up shells beside the great and unexplored ocean of truth. Those of his successors in each branch of natural philosophy with whom ", 38
1357, REMOVED, "disclosed my discoveries", 3
1358, ADDED, "was acquainted&comma; appeared even", 5
1360, REMOVED, "Elizabeth", 1
1361, ADDED, "my boy's apprehensions", 5
1363, REMOVED, "therefore", 1
1364, ADDED, "as tyros engaged in the same pursuit.<br><br>The untaught peasant beheld the elements around him", 16
1366, REMOVED, "under a promise", 3
1367, ADDED, "and was acquainted with their practical uses. The most learned philosopher knew little more. He had partially unveiled the face", 22
1369, REMOVED, "strict secrecy", 2
1370, ADDED, "Nature&comma; but her immortal lineaments were still a wonder and a mystery. He might dissect&comma; anatomise&comma; and give names", 23
1372, REMOVED, " she did", 2
1373, ADDED, "&comma;", 1
1375, REMOVED, "interest herself", 2
1376, ADDED, "to speak of a final cause&comma; causes", 8
1378, ADDED, "their secondary and tertiary grades were utterly unknown to him. I had gazed upon ", 15
1380, REMOVED, "subject", 1
1381, ADDED, "fortifications and impediments that seemed to keep human beings from entering the citadel of nature", 15
1383, ADDED, "rashly and ignorantly ", 3
1385, REMOVED, "was left by her to pursue my studies alone", 9
1386, ADDED, "had repined", 2
1388, ADDED, "But here were books&comma; and here were men who had penetrated deeper and knew more. I took their word for all that they averred&comma; and I became their disciple. ", 33
1390, REMOVED, "very ", 1
1392, REMOVED, "&comma;", 1
1394, REMOVED, "a disciple of Albertus Magnus", 5
1395, ADDED, "such", 1
1397, REMOVED, "our family was not scientifical&comma; and", 7
1398, ADDED, "while", 1
1400, REMOVED, "had not attended any", 4
1401, ADDED, "followed the routine", 3
1403, ADDED, "education in ", 2
1405, REMOVED, "lectures given at the ", 4
1407, ADDED, "&comma; I was&comma; to a great degree&comma; self taught with regard to my favourite studies", 17
1409, REMOVED, "dreams were therefore undisturbed by reality;", 7
1410, ADDED, "father was not scientific&comma;", 5
1412, ADDED, "was left to struggle with a child's blindness&comma; added to a student's thirst for knowledge. Under the guidance of my new preceptors&comma; I ", 30
1414, REMOVED, ". But", 2
1415, ADDED, "; but", 2
1417, ADDED, "soon ", 1
1419, REMOVED, "most ", 1
1421, REMOVED, ": wealth", 2
1422, ADDED, ". Wealth", 2
1424, REMOVED, "<br><br>The natural phænomena that take place every day before our eyes did not escape my examinations. Distillation&comma; and the wonderful effects of steam&comma; processes of which my favourite authors were utterly ignorant&comma; excited my astonishment; but my utmost wonder", 44
1425, ADDED, " And thus for a time I", 6
1427, REMOVED, "engaged", 1
1428, ADDED, "occupied", 1
1430, REMOVED, "some experiments on", 3
1431, ADDED, "exploded systems&comma; mingling&comma; like", 6
1433, REMOVED, "air-pump", 3
1434, ADDED, "unadept", 1
1436, REMOVED, "which I saw employed by ", 5
1438, REMOVED, "gentleman whom we were", 4
1439, ADDED, "thousand contradictory theories&comma; and floundering desperately", 7
1441, REMOVED, "the habit", 2
1442, ADDED, "a very slough", 3
1444, REMOVED, "visiting.<br><br>The ignorance of the early philosophers on these", 10
1445, ADDED, "multifarious knowledge&comma; guided by an ardent imagination", 8
1447, REMOVED, "several other points served to decrease their credit with me: but I could not entirely throw them aside", 19
1448, ADDED, "childish reasoning", 2
1450, REMOVED, "before some other system should occupy their place in", 9
1451, ADDED, "till an accident again changed the current of", 8
1453, REMOVED, "mind", 1
1454, ADDED, "ideas", 1
1456, REMOVED, "&comma;", 1
1458, REMOVED, "ribbands", 1
1459, ADDED, "ribands", 1
1461, REMOVED, "The catastrophe of", 3
1462, ADDED, "Before", 1
1464, REMOVED, "tree excited my extreme astonishment; and ", 7
1466, REMOVED, "eagerly inquired of my father", 5
1467, ADDED, "was not unacquainted with", 4
1469, REMOVED, "nature and origin", 3
1470, ADDED, "more obvious laws", 3
1472, REMOVED, "thunder and lightning", 3
1473, ADDED, "electricity", 1
1475, REMOVED, "He replied&comma; &quot;Electricity;&quot; describing at the same time the various effects of that power. He constructed", 21
1476, ADDED, "On this occasion", 3
1478, REMOVED, "small electrical machine", 3
1479, ADDED, "man of great research in natural philosophy was with us", 10
1481, REMOVED, " exhibited a few experiments;", 5
1482, ADDED, "&comma; excited by this catastrophe&comma;", 6
1484, REMOVED, "made also", 2
1485, ADDED, "entered on the explanation of", 5
1487, REMOVED, "kite&comma; with a wire", 5
1488, ADDED, "theory which he had formed on the subject of electricity", 10
1490, REMOVED, "string", 1
1491, ADDED, "galvanism", 1
1493, REMOVED, "drew down", 2
1494, ADDED, "was at once new and astonishing to me. All", 10
1496, REMOVED, "fluid from", 2
1497, ADDED, "he said threw greatly into", 5
1499, REMOVED, "clouds.<br><br>This last stroke completed the overthrow of", 9
1500, ADDED, "shade", 1
1502, REMOVED, "who had so long reigned ", 5
1504, REMOVED, ". But", 2
1505, ADDED, "; but", 2
1507, REMOVED, "I did not feel inclined to commence ", 7
1509, REMOVED, "study", 1
1510, ADDED, "overthrow", 1
1512, REMOVED, "any modern system; and this disinclination was influenced by the following circumstance", 13
1513, ADDED, "these men disinclined me to pursue my accustomed studies", 9
1515, REMOVED, "<br><br>My father expressed a wish that I should attend a course of lectures upon natural philosophy&comma;", 17
1516, ADDED, " It seemed", 2
1518, REMOVED, "which I cheerfully consented", 4
1519, ADDED, "me as if nothing would or could ever be known", 10
1521, REMOVED, "Some accident prevented", 3
1522, ADDED, "All that had so long engaged", 6
1524, REMOVED, "attending these lectures until the course was nearly finished", 9
1525, ADDED, "attention suddenly grew despicable", 4
1527, REMOVED, "The lecture&comma; being therefore", 5
1528, ADDED, "By", 1
1530, ADDED, "those caprices of ", 3
1532, REMOVED, "last", 1
1533, ADDED, "mind", 1
1535, REMOVED, "was entirely incomprehensible", 3
1536, ADDED, "which we are perhaps most subject", 6
1538, REMOVED, "me. The professor discoursed with the greatest fluency of potassium and boron", 13
1539, ADDED, "in early youth", 3
1541, REMOVED, "of sulphates and oxyds&comma; terms to which ", 8
1543, REMOVED, "could affix no idea", 4
1544, ADDED, "at once gave up my former occupations", 7
1546, ADDED, "set down natural history ", 4
1548, REMOVED, "I became disgusted with", 4
1549, ADDED, "all its progeny as a deformed and abortive creation; and entertained", 12
1551, ADDED, "greatest disdain for a would-be ", 7
1553, REMOVED, " of natural philosophy", 3
1555, REMOVED, "although I still read Pliny and Buffon with delight&comma; authors&comma; in my estimation&comma;", 16
1556, ADDED, "which could never even step within the threshold", 8
1558, REMOVED, "nearly equal interest and utility", 5
1559, ADDED, "real knowledge", 2
1561, REMOVED, "<br><br>My occupations at", 3
1562, ADDED, " In", 1
1564, REMOVED, "age were principally", 3
1565, ADDED, "mood of mind I betook myself to", 7
1567, REMOVED, "most of ", 2
1569, ADDED, "&comma; as being built upon secure foundations&comma; and so worthy of my consideration", 14
1571, REMOVED, " I was busily employed in learning languages; Latin was already familiar to me", 14
1572, ADDED, "<br><br>Thus strangely are our souls constructed", 6
1574, ADDED, "by such slight ligaments are we bound to prosperity or ruin. When ", 13
1576, REMOVED, "began", 1
1577, ADDED, "look back&comma; it seems", 5
1579, REMOVED, "read some", 2
1580, ADDED, "me as if this almost miraculous change", 7
1582, ADDED, "inclination and will was ", 4
1584, REMOVED, "easiest Greek authors without the help", 6
1585, ADDED, "immediate suggestion", 2
1587, REMOVED, "a lexicon. I also perfectly understood English and German. This is ", 13
1589, REMOVED, "list", 1
1590, ADDED, "guardian angel", 2
1592, REMOVED, "accomplishments at ", 2
1593, ADDED, "life—", 2
1595, REMOVED, "age", 1
1596, ADDED, "last effort made by the spirit", 6
